1月7日,1,金属包覆垫 G7EY11D,G7EY21.003,648*560*3,4,312.8 ,1251.2 ,14HR-109,杭氧,2015
,2,金属包覆垫 G7EY11C,G7EY21.003,648*560*3,2,312.8 ,625.6 ,14HR-198,,
,3,石墨复合垫  (316L),G6K04.001,1433*964*3(按图),2,420.0 ,840.0 ,15HR-2,,
,,,,,,,2716.8 ,,,
1月12日,1,国产无石棉  G2EK09-H,G2EK09-H.003,940*857*3(方形)--,1,767.6 ,767.6 ,14HR-238,,
,,,,,,,767.6 ,,,
1月15日,1,S1E27  [HG/T20631],D500-300  1222,653*577.9*525*5*500,2,324.0 ,648.0 ,14A/08-003,,
,2,G7K45 [JB/T4705]1232,D23-650-6.4,770*749*699*663,2,438.0 ,876.0 ,15AC08001,,
,,,,,,,1524.0 ,,,
1月19日,1,1260橡胶垫片,L138.014,538*500*465*3  16-Φ12,4,135.9 ,543.6 ,15AC08002,,
,,,,,,,543.6 ,,,
1月21日,1,包覆垫,G7K26.013,905*897*852,2,309.1 ,618.2 ,14AC08054,,
,2,包覆垫,G7K26.012,592*584*502,2,120.3 ,240.6 ,14AC08054,,
,3,包覆垫  G7K26 [HG20607],PMF25,71*60*34,1,5.0 ,5.0 ,14AC08054,,
,4,包覆垫     G7K15,G731.004,697*684*654,2,153.3 ,306.6 ,14AC08055,,
,5,缠绕垫 G7K15 1232,G731.008,72*63*45*35,1,15.0 ,15.0 ,14AC08055,,
,6,包覆垫     G7K16,G731.004,697*684*654,2,153.3 ,306.6 ,14AC08056,,
,7,缠绕垫 G7K16 1232,G731.008,72*63*45*35,1,15.0 ,15.0 ,14AC08056,,
,8,国产无石棉 G7E140 [HG/T20627],RF25-150,65.5*34*3,4,2.5 ,10.0 ,14HR-178,,
,9,国产无石棉 G7E140 [HG/T20627],RF400-150,513*407*3,8,120.0 ,960.0 ,14HR-178,,
,10,国产无石棉 G7E140 [HG/T20627],RF80-150,136.5*89*3,4,7.6 ,30.4 ,14HR-178,,
,11,国产无石棉 G7E140 [NB/T47024],450-1.0,489*453*3,6,93.6 ,561.6 ,14HR-178,,
,,,,,,,3069.0 ,,,
1月28日,1,缠绕垫  1222  G7E115,D22-800-6.4,944*918*868*832,1,437.0 ,437.0 ,14HRX-104,,
,2,特力无石棉  G1E11E,G1E10C.003,1389*1089*3(方形),2,1286.0 ,2572.0 ,14HR-283,,
,3,特力无石棉  G1E11E,G1E10C.004,20*14*2,1,1.5 ,1.5 ,14HR-283,,
,4,特力无石棉  G1E11E,G1E11C.001/1,1603*1203*3(方形),1,1803.0 ,1803.0 ,14HR-283,,
,5,特力无石棉  G1E11E,G1E11C.001/2,1389*1089*3(方形)--,1,1413.0 ,1413.0 ,14HR-283,,
,6,特力无石棉  G1E11E,G1E47.005,27*22*2,6,2.5 ,15.0 ,14HR-283,,
,7,特力无石棉  G1E11E,G1E47.006,23*18*2,4,2.4 ,9.6 ,14HR-283,,
,8,特力无石棉 G1E11E [HG/T20606],RF400-10,489*426*3,2,128.4 ,256.8 ,14HR-283,,
,9,特力无石棉 G1E11E [HG/T20606],RF50-16,107*61*3,2,11.8 ,23.6 ,14HR-283,,
,10,特力无石棉  G1E10E,G1E10C.002/1,1603*1203*3(方形),2,1803.0 ,3606.0 ,14HR-286,,
,11,特力无石棉  G1E10E,G1E10C.002/2,1389*1089*3(方形)--,2,1413.0 ,2826.0 ,14HR-286,,
,12,特力无石棉  G1E10E,G1E10C.003,1389*1089*3(方形),2,1286.0 ,2572.0 ,14HR-286,,
,13,特力无石棉  G1E10E,G1E10C.004,20*14*2,1,1.5 ,1.5 ,14HR-286,,
,14,特力无石棉  G1E10E,G1E47.005,27*22*2,6,2.5 ,15.0 ,14HR-286,,
,15,特力无石棉  G1E10E,G1E47.006,23*18*2,4,2.4 ,9.6 ,14HR-286,,
,16,特力无石棉 G1E10E [HG/T20606],RF400-10,489*426*3,2,128.4 ,256.8 ,14HR-286,,
,17,特力无石棉 G1E10E [HG/T20606],RF50-16,107*61*3,2,11.8 ,23.6 ,14HR-286,,
,,,,,,,15842.0 ,,,
1月28日,1,硅橡胶垫片  R4E18,R441.016,440*330*4(方形),3,118.5 ,355.5 ,14HRX-146,,
,,,,,,,355.5 ,,,
1月31日,1,非石棉垫片 M1E03,G1E06.007/2,1898*1718*3(方形),1,1762.0 ,1762.0 ,15HR-8,,
,2,非石棉垫片 M1E03,G1E06.007/1,1786*1606*3(方形)--,1,1860.0 ,1860.0 ,15HR-8,,
,2,非石棉垫片 M1E03,G1E03.013,1786*1606*3(方形),1,1550.0 ,1550.0 ,15HR-8,,
,,,,,,,5172.0 ,,,
2月12日,1,石墨复合垫(316L) G7E109,G7E109.002,644*604*3--,1,220.5 ,220.5 ,14HRX-162,,
,2,石墨复合垫(316L) G7E109,G7E109.003,644*604*3,1,183.7 ,183.7 ,14HRX-162,,
,,,,,,,404.2 ,,,
3月1日,1,三元乙丙橡胶,508Z357.116,1162*770*3(方形)--,6,255.5 ,1533.0 ,15HRX-1,,
,2,三元乙丙橡胶,508Z357.117,1162*770*3(方形),6,230.0 ,1380.0 ,15HRX-1,,
,3,石墨复合垫(316L) G6E22A,G6E22.001,1102*964*3(按图）,2,358.0 ,716.0 ,2014C08-135,,
,4,石墨复合垫(316L) ,G6E22A.001,316*276*3,4,75.0 ,300.0 ,2014C08-135,,
,5,石墨复合垫(316L) ,G6E22A.002,240*200*160*3  8*18,2,65.0 ,130.0 ,2014C08-135,,
,6,石墨复合垫(316L) ,G6E22A.105,916*800*3,4,302.0 ,1208.0 ,2014C08-135,,
,7,石墨复合垫(316L) ,G6E22A.107,70*26*3,6,7.5 ,45.0 ,2014C08-135,,
,8,石墨复合垫(316L) ,G6E22A.108,92*40*3,2,12.0 ,24.0 ,2014C08-135,,
,9,石墨复合垫(316L) ,G6E22A.201,224*148*3,2,37.8 ,75.6 ,2014C08-135,,
,10,石墨复合垫(316L) ,G6E22A.206,92*38*3,4,12.0 ,48.0 ,2014C08-135,,
,11,石墨复合垫(316L) G5E10,G5E10.107,26*14*1,2,4.0 ,8.0 ,2015C08-1,,
,12,石墨复合垫(316L) G5E10,RF600-6,679*630*3,4,191.8 ,767.2 ,2015C08-1,,
,13,石墨复合垫(316L) G5E10,700-0.6,744*704*3,2,215.9 ,431.8 ,2015C08-1,,
,14,F0D25Q [HG/T20631],D100-300  2232,180*149.4*127*106.4,1,74.0 ,74.0 ,2014C08-097,,
,15,F0D25Q [HG/T20610],D80-63  2232,148*115*99*90,6,48.8 ,292.8 ,2014C08-097,,
,16,F0D25Q [HG/T20610],D100-40  2232,168*144*128*116,8,51.8 ,414.4 ,2014C08-097,,
,17,F0D15AC [HG/T20610],D300-16  2222,384*364*340*328,1,107.0 ,107.0 ,2015C08-5,,
,18,F0D15AC [HG/T20610],D80-10  2222,142*115*99*90,3,27.6 ,82.8 ,2015C08-5,,
,19,无石棉  G7EY45A-B,G7EY45A-B.002,1468*1380*3,1,537.0 ,537.0 ,12HRX-133,,
,20,无石棉  G7EY45A-B,G7EY45A-B.003,254*219*3,2,27.6 ,55.2 ,12HRX-133,,
,21,无石棉  G7EY45A-B,G7EY45A-B.006,65*33*3,1,2.0 ,2.0 ,12HRX-133,,
,22,无石棉  G7EY45A-B,G7EY46A-B.002,1361*1305*3,1,527.5 ,527.5 ,12HRX-134,,
,23,无石棉  G7EY45A-B,G7EY46A-B.003,273*220*3,2,31.0 ,62.0 ,12HRX-134,,
,24,无石棉  G7EY45A-B,G7EY46A-B.006,64*34*3,1,2.0 ,2.0 ,12HRX-134,,
,25,无石棉  G7EY45A-B,G7EY47A-B.001,1187*1142*3,1,480.7 ,480.7 ,12HRX-135,,
,26,无石棉  G7EY45A-B,G7EY47A-B.003,317*273*3,2,43.0 ,86.0 ,12HRX-135,,
,27,无石棉  G7EY45A-B,G7EY47A-B.005,65*33*3,1,2.0 ,2.0 ,12HRX-135,,
,28,无石棉  G7EY45A-B,G7EY48A-B.001,1178*1122*3,1,469.3 ,469.3 ,12HRX-136,,
,29,无石棉  G7EY45A-B,G7EY48A-B.002,317*276*3,2,43.0 ,86.0 ,12HRX-136,,
,30,无石棉  G7EY45A-B,G7EY48A-B.005,65*33*3,1,2.0 ,2.0 ,12HRX-136,,
,31,无石棉  G7EY45A-B,G7EY49A-B.001,1102*1025*3,1,410.7 ,410.7 ,12HRX-137,,
,32,无石棉  G7EY45A-B,G7EY49A-B.003,262*219*3,2,28.2 ,56.4 ,12HRX-137,,
,33,无石棉  G7EY45A-B,G7EY49A-B.005,64*33*3,1,2.0 ,2.0 ,12HRX-137,,
,,,,,,,10418.4 ,,,
3月6日,1,R2E09A  [SH3407-1996],GSW5.0-15-A22,36*24.5*4.5,2,2.6 ,5.2 ,2014C08-133,,
,2,R2E09A  [SH3407-1996],GSW5.0-25-A22,52*37*4.5,2,3.4 ,6.8 ,2014C08-133,,
,3,R2E09A  [SH3407-1996],GSW5.0-40-A22,74*53*4.5,1,5.4 ,5.4 ,2014C08-133,,
,4,R2E09A  [SH3407-1996],GSW5.0-50-A22,93*72*4.5,2,7.0 ,14.0 ,2014C08-133,,
,5,R2E09A  [SH3407-1996],GSW5.0-80-A22,128*107*4.5,2,10.0 ,20.0 ,2014C08-133,,
,6,石墨复合垫(316L) G7E109,G7E109.002,644*604*3--,1,,0.0 ,14HRX-162,,
,7,石墨复合垫(316L) G7E109,G7E109.003,644*604*3,1,,0.0 ,14HRX-162,,
,,,,,,,51.4 ,,,
3月10日,1,缠绕垫  1222,D600-300,774*685.8*628.7*603.3,2,423.4 ,846.8 ,14HRX-169,,
,,,,,,,846.8 ,,,
3月30日,1,特力无石棉  G1E02E,G1E02.002,1391*1122*3(方形)--,2,1946.7 ,3893.4,15HRX-22,,
,2,特力无石棉  G1E02E,G1E02.003,1177*1008*3(方形）,2,1020.0 ,2040.0,15HRX-22,,
,3,金属包覆垫 G7E04ACK 304+石棉 ,G7E04.003,775*735*3,4,298.9 ,1195.6,15HRX-14,,
,4,G7E04ACK [HG/T20610],D25-25  2232,71*52*40*34,2,13.3 ,26.6,15HRX-14,,
,5,G7E04ACK [HTTA3601.8.3],DN400  PN2.5,514*478*446*418,4,224.0 ,896.0,15HRX-14,,
,6,金属包覆垫 G7E05ACK 304+石棉 ,G7E05.003,708*620*3,6,327.5 ,1965.0,15HRX-15,,
,7,G7E05ACK [HG/T20610],D25-63  2232,82*52*40*34,3,22.7 ,68.1,15HRX-15,,
,8,G7E05ACK [HTTA3601.8.3],DN300  PN4.0,417*363*335*319,3,188.0 ,564.0,15HRX-15,,
,9,G7E05ACK [HTTA3601.8.3],DN350  PN4.0,474*425*395*370,3,218.9 ,656.7,15HRX-15,,
,10,XB350 G2EK45DCK-H [HG/T20606],RF250-6,317*273*3,2,13.5 ,27.0,15HRX-23,,
,11,国产无石棉  G2EK46DCK-H,G2EK46DCK-H.001,1080*1024*3,2,415.2 ,830.4,15HRX-24,,
,12,国产无石棉  G2EK46DCK-H,G2EK46DCK-H.002,980*924*3,2,341.9 ,683.8,15HRX-24,,
,13,国产无石棉  G2EK46DCK-H,G2EK46DCK-H.004,20*14*2,1,1.0 ,1.0,15HRX-24,,
,14,国产无石棉 G2EK46DCK-H [HG/T20606],RF300-6,373*324*3,2,56.9 ,113.8,15HRX-24,,
,15,国产无石棉 G2EK46DCK-H [HG/T20606],RF50-6,96*61*3,4,3.9 ,15.6,15HRX-24,,
,16,国产无石棉  G2EK47DCK-H,G2EK47C-H.001,980*924*3,2,341.9 ,683.8,15HRX-25,,
,17,国产无石棉  G2EK47DCK-H,G2EK47C-H.002,880*824*3,2,303.3 ,606.6,15HRX-25,,
,18,国产无石棉 G2EK47DCK-H [HG/T20606],RF300-6,373*324*3,2,56.9 ,113.8,15HRX-25,,
,19,国产无石棉 G2EK47DCK-H [HG/T20606],RF50-6,96*61*3,4,3.9 ,15.6,15HRX-25,,
,20,国产无石棉 G7E136 [HG/T20606],RF200-16,273*220*3,8,30.5 ,244.0,15HRX-39,,
,21,国产无石棉 G7E136 [HG/T20606],RF25-16,71*34*3,4,2.3 ,9.2,15HRX-39,,
,22,国产无石棉 G7E136 [HG/T20606],RF250-16,329*273*3,8,44.3 ,354.4,15HRX-39,,
,23,国产无石棉 G7E136 [HG/T20606],RF65-6,116*77*3,4,5.8 ,23.2,15HRX-39,,
,24,XB350 G7E101C [HG/T20606],RF25-16,71*34*3,8,0.9 ,7.2,15HRX-8,,
,25,XB350 G7E101C [HG/T20627],RF200-150,278.5*220*3,8,7.4 ,59.2,15HRX-8,,
,26,G7E101C [HG/T20631],D100-300  1232,180*149.4*127*106.4,4,54.4 ,217.6,15HRX-8,,
,27,G7E101C [HG/T20631],D80-300  1232,148.5*120.7*101.6*81,4,37.9 ,151.6,15HRX-8,,
,28,G7E101C [NB/T47025],D22-550-2.5,641*615*575*555,8,181.2 ,1449.6,15HRX-8,,
,29,XB350 G7E103C [HG/T20627],RF25-150,65.5*34*3,8,0.8 ,6.4,15HRX-9,,
,30,XB350 G7E103C [HG/T20627],RF50-150,104.5*61*3,8,1.6 ,12.8,15HRX-9,,
,31,G7E103C [HG/T20631],D25-150  1222,65.5*47.8*31.8*27,4,7.6 ,30.4,15HRX-9,,
,32,G7E103C [HG/T20631],D250-150  1222,338*317.5*287.3*268.3,8,71.0 ,568.0,15HRX-9,,
,33,石墨复合垫（316L） G5E15,G5E15.104,26*14*1,3,4.0 ,12.0,2015C08-12,,
,34,石墨复合垫（316L） G5E15 ,RF500-6,578*530*3,6,150.4 ,902.4,2015C08-12,,
,35,石墨复合垫（316L） G5E15 ,RF600-6,679*630*3,6,191.8 ,1150.8,2015C08-12,,
,36,石墨复合垫（316L） G5E15 ,1100-0.25,1140*1100*3,3,428.9 ,1286.7,2015C08-12,,
,37,石墨复合垫（316L） G5E15A ,580*508*3,,2,151.4 ,302.8,2015C08-16,,
,38,石墨复合垫（316L） G5E15A,690*610*3,,2,214.3 ,428.6,2015C08-16,,
,39,石墨复合垫（316L） G5E15A ,G5E15.104,26*14*1,1,4.0 ,4.0,2015C08-16,,
,40,石墨复合垫（316L） G5E15A ,1100-0.25,1140*1100*3,1,428.9 ,428.9,2015C08-16,,
,41,PTFE N5K34CK [HG/T20606],RF200-6,262*220*3,1,25.8 ,25.8,2015C08-19,,
,42,N5K34CK [HG/T20610],A40-16  0220,75*61*4.5,1,4.0 ,4.0,2015C08-19,,
,43,S3K61A [HG/T20610],D300-25  2232,400*364*340*328,2,184.0 ,368.0,2015C08-8,,
,44,F0D40Z [HG/T20610],D200-100  1221,324*258*234*222,2,88.0 ,176.0,2015C08-9,,
,45,F0D40Z [HG/T20610],D200-63  2232,309*258*234*222,2,157.6 ,315.2,2015C08-9,,
,46,F0D40Z [HG/T20610],D80-100  2232,154*119*99*90,1,55.0 ,55.0,2015C08-9,,
,47,F0D40Z [HG/T20610],D150-16  2232,218*200*182*170,1,62.4 ,62.4,2015C08-9,,
,48,F0D40Z [HG/T20610],D300-63  2232,424*368*340*328,2,246.0 ,492.0,2015C08-9,,
,49,F0D40Z [HG/T20610],D150-63  2232,247*206*182*170,1,108.8 ,108.8,2015C08-9,,
,50,F0D40Z [HG/T20610],D150-100  2232,257*206*182*170,1,126.8 ,126.8,2015C08-9,,
,51,四氟包覆垫,G7EY51.002,810*765*3,2,237.6 ,475.2,15AC08005,,
